0.000000000000000000e+00 3.744153846055269241e+00 3.588252782821655273e+00
1.000000000000000000e+00 3.054810456931591034e+00 2.655497585024152674e+00
2.000000000000000000e+00 2.126535476185381413e+00 1.644097634724208223e+00
3.000000000000000000e+00 1.188747992273420095e+00 9.131976568273135753e-01
4.000000000000000000e+00 7.542264873627573252e-01 6.815317933048520294e-01
5.000000000000000000e+00 5.733345500193536282e-01 5.539901767458234039e-01
6.000000000000000000e+00 4.213133966550230980e-01 4.070137241589171784e-01
7.000000000000000000e+00 3.221116195200011134e-01 3.390791618398257823e-01
8.000000000000000000e+00 2.518279459909535944e-01 2.558011255626167491e-01
9.000000000000000000e+00 2.165824138792231679e-01 2.194123059245092489e-01
1.000000000000000000e+01 1.801111118111293763e-01 1.582522783428430557e-01
1.100000000000000000e+01 1.438792128756176680e-01 1.432373479806951233e-01
1.200000000000000000e+01 1.095783617929555476e-01 1.050711591461939431e-01
1.300000000000000000e+01 1.080563046270981431e-01 7.786371542273887170e-02
1.400000000000000000e+01 7.932498047739500180e-02 8.524134992954454648e-02
1.500000000000000000e+01 8.173594960680929944e-02 8.234420925145968795e-02
1.600000000000000000e+01 7.761820051018730737e-02 7.316811443472813481e-02
1.700000000000000000e+01 5.402960430728853680e-02 5.432076924314190036e-02
1.800000000000000000e+01 6.102568665846774820e-02 6.678048439789563417e-02
1.900000000000000000e+01 5.398980171412404161e-02 6.427876411804131496e-02
2.000000000000000000e+01 5.510800297997775488e-02 5.607889523214128202e-02
2.100000000000000000e+01 4.482482687762967544e-02 5.787121869382515216e-02
2.200000000000000000e+01 5.289813965873690904e-02 5.557800181538498363e-02
2.300000000000000000e+01 4.639152765338394602e-02 5.615762830504016784e-02
2.400000000000000000e+01 4.381723795177094871e-02 5.556430721688749436e-02
2.500000000000000000e+01 3.970217539892928471e-02 4.361802677054323757e-02
2.600000000000000000e+01 4.652117129217003821e-02 3.904970352076426315e-02
2.700000000000000000e+01 4.550264269983017584e-02 5.022761978138338274e-02
2.800000000000000000e+01 4.752756859352302854e-02 5.051118648615166712e-02
2.900000000000000000e+01 4.267381335762365779e-02 3.696973658530363499e-02
3.000000000000000000e+01 4.099060184273639607e-02 4.456139739405833716e-02
3.100000000000000000e+01 3.829764165351434713e-02 4.515315322143059057e-02
3.200000000000000000e+01 4.098113205279219073e-02 4.255965555031642616e-02
3.300000000000000000e+01 3.875679197517456487e-02 4.091604957336260340e-02
3.400000000000000000e+01 3.065948638430882056e-02 4.310661810294342394e-02
3.500000000000000000e+01 3.761443118639817840e-02 3.518384030966054815e-02
3.600000000000000000e+01 2.975193009348231499e-02 4.122778491234514731e-02
3.700000000000000000e+01 3.730859913983408660e-02 3.712306067765374501e-02
3.800000000000000000e+01 3.199577072030024283e-02 3.554861578907418662e-02
3.900000000000000000e+01 3.413723559333448065e-02 3.702093894961373116e-02
4.000000000000000000e+01 3.215977772752864894e-02 2.961162226763138297e-02
4.100000000000000000e+01 3.194947334122844040e-02 3.436831629525321369e-02
4.200000000000000000e+01 2.897519768112033489e-02 2.716730723945407280e-02
4.300000000000000000e+01 2.372743414707656484e-02 2.745624208598331298e-02
4.400000000000000000e+01 3.247432982963971426e-02 2.956778413967445576e-02
4.500000000000000000e+01 3.151972343018627498e-02 3.283218394517462002e-02
4.600000000000000000e+01 2.401076714753069830e-02 2.523069980668018325e-02
4.700000000000000000e+01 2.841934498076170712e-02 3.193914309330076612e-02
4.800000000000000000e+01 2.501312046859993643e-02 3.155643877939188352e-02
4.900000000000000000e+01 2.877647941136274312e-02 2.610846991072841156e-02
5.000000000000000000e+01 2.457936596224530312e-02 3.008551750878853473e-02
5.100000000000000000e+01 2.427537566256887658e-02 2.677683190709753344e-02
5.200000000000000000e+01 2.621400991026234806e-02 2.544338219481038013e-02
5.300000000000000000e+01 2.132596244348405889e-02 2.450243567195034902e-02
5.400000000000000000e+01 2.443689601412302181e-02 2.458047799187365254e-02
