Filename Group AtomID Type Fx_Truth Fy_Truth Fz_Truth Fx_Pred Fy_Pred Fz_Pred Testing_Bool
A15_1.json Displaced_A15 1 1 -0.27961641022005645 0.3348448151564152 0.5163120715555222 -0.14648181468650676 0.354076799453492 0.46413599952941 False
A15_1.json Displaced_A15 2 1 0.19029426293625562 0.257928011911313 -0.5254776511221998 0.30072778680470436 0.22477576374911556 -0.4436772366587882 False
A15_1.json Displaced_A15 3 1 -0.6800158171474988 -0.2566125589105849 -0.2690798769886289 -0.74709533484922 -0.33781123770551996 -0.315727349852068 False
A15_1.json Displaced_A15 4 1 0.20082811743248286 0.37510318752340754 0.30973269059053554 0.2501907505226647 0.343197978872115 0.4596953268611895 False
A15_1.json Displaced_A15 5 1 -0.36695092366490295 0.4128901846797066 -0.08071896611323523 -0.4705440689906036 0.5467940400087865 -0.16799938338976544 False
A15_1.json Displaced_A15 6 1 -0.3048830933558375 0.955303762181948 0.1685692734338409 -0.4454470759658488 1.0434552460930835 -0.010204929588030143 False
A15_1.json Displaced_A15 7 1 0.0797404157525638 -0.37428442738516754 -0.6473830879747361 0.13367159935264375 -0.2139940053067788 -0.6670769470618908 False
A15_1.json Displaced_A15 8 1 0.3446622976824971 -0.26511356039522094 -0.4991079755898332 0.23089760903394274 -0.32088467467511 -0.6219805451081722 False
A15_1.json Displaced_A15 9 1 -0.202247402434522 0.4891729346708049 0.45105014737155724 -0.1021630688742087 0.3708912542577222 0.5298363209966853 False
A15_1.json Displaced_A15 10 1 0.293431255969962 0.03363286772800911 -0.33259037210195774 0.395316301864055 -0.021651359623994004 -0.43573315507358057 False
A15_1.json Displaced_A15 11 1 -0.5184215628765592 -0.1444126920095249 -0.08331265681735855 -0.6135513227039828 -0.4391263543449065 -0.09577139586976657 False
A15_1.json Displaced_A15 12 1 1.1494750269311111 -0.5944914719836891 0.16812811308155684 1.212105070128251 -0.3581324616849373 0.4414138247976266 False
A15_1.json Displaced_A15 13 1 -0.39146366863939486 -0.2590966826078823 -0.5339211224475086 -0.5231247716382064 -0.29739001175071184 -0.5777026640031027 False
A15_1.json Displaced_A15 14 1 -0.2703258366198238 1.1809657111805367 -0.598365955832141 -0.2565502786760376 1.2577122874357398 -0.36164019504278455 False
A15_1.json Displaced_A15 15 1 0.08326430223142386 0.10432603605148713 -0.5201641469575564 -0.10565242590008334 0.2241907142556144 -0.5977744484136215 False
A15_1.json Displaced_A15 16 1 0.613319146211886 -0.23559476149721245 1.292875005382865 0.6206879359250275 -0.2914056566529154 1.4215949215807182 False
A15_1.json Displaced_A15 17 1 0.30948912542725704 0.661415558881312 0.6069825676271656 0.2835268453333224 0.6024488918181672 0.5811144507841707 False
